newspaper;title;date;abstract;link
Financial Times;facebook’smetaverse-tinted glasses;July 29, 2021;...the future for facebook is a platform called themetaverse....;https://www.ft.com/content/ce49f61d-e5fa-4dfa-8940-aff80b5e7e2f
Financial Times;further reading;February 10, 2022;...($, nyt)  -- themetaverse: a new word for an old idea.  -- “i more so consider myself a con artist than anything.”  -- summers stumbles.  -- how the left betrayed the truckers. (⚠️⚠️⚠️)  -- how to want...;https://www.ft.com/content/78ce9475-962f-4562-b8bd-7ca4ddaa7877
Financial Times;the promising future of nfts remains in a state of flux;June 20, 2022;...many believe that the next big breakthrough will be to designate ownership for virtual goods in themetaverse....;https://www.ft.com/content/a449b288-3f49-43d1-bb2a-5a5b30c20176
Financial Times;nintendo/games industry: mario needs more pipespremiumcontent;February 3, 2022;...it is a frontrunner in the sector’s shift to themetaverseand augmented reality....;https://www.ft.com/content/b7f860ae-988f-45f4-bf50-73a67a7a921c
Financial Times;us jobs data point to continued tightening from fed;October 7, 2022;...america with rankings on workforce and talent across 89 cities.latest news  us introduces tough new export controls on chinese companies  us moves to implement new eu data-sharing agreement  zuckerberg’smetaverse...;https://www.ft.com/content/dfe3dd8f-6cc2-41c3-b445-6c20c07e7fb6
Financial Times;tech breakthroughs are still coming;March 24, 2022;...and for all the talk in the tech industry ofmetaverses, it’s not clear when or how these immersive digital realms will start to impinge on the everyday life of ordinary people....;https://www.ft.com/content/997e875b-8262-484e-979f-0cd89f2a1874
Financial Times;facebook’smetaverse-tinted glasses;July 29, 2021;...the future for facebook is a platform called themetaverse....;https://www.ft.com/content/ce49f61d-e5fa-4dfa-8940-aff80b5e7e2f
Financial Times;something for the weekend: a few of our favourite things;June 11, 2022;...this week from ft films, we’ve been enjoying game on: how tech companies are betting on themetaverse....;https://www.ft.com/content/707b3c15-d5a2-4c1c-9b92-2f5b6504237e
Financial Times;generative ai: how will the new era of machine learning affect you?;January 25, 2023;...“every single major content provider in the world thought they needed ametaversestrategy: they all need a generative media strategy.”...;https://www.ft.com/content/1e34f334-4e73-4677-9713-99f85eed7ba0
Financial Times;web3 is just a fresh serving of the same old crypto nonsense;July 14, 2022;...but just like themetaverseand the “fourth industrial revolution” before that, web3 often seems to be used to mean something along the lines of “techy stuff that could do stuff in the future”....;https://www.ft.com/content/bb53f8d8-a4bc-4ab0-8a81-e8befe7e31d1
Financial Times;memo to wall street: don’t touch that delete button!;July 27, 2022;...when that first subpoena for ametaverseconversation arrives, responding with a blank stare won’t be a credible option.  brooke.masters@ft.com  follow brooke masters with myft and on twitter...;https://www.ft.com/content/c07df6f9-75b1-4f9c-ba55-a819ea9cc092
Financial Times;banks turn to blockchain in search for high-quality trading assets;May 23, 2022;...in mid-february, jpmorgan also became the first major bank to set up a presence in themetaverse....;https://www.ft.com/content/f23c990a-913d-4613-8014-f61d35b6e09d
Financial Times;mastercard launches biometric ‘wave to pay’ programme;May 17, 2022;...it has ambitions to create identities in the “metaverse”, the still nascent cluster of virtual worlds using blockchain technologies....;https://www.ft.com/content/389cf4ba-febd-4ea1-9a51-acf55a0e5cb2
Financial Times;nintendo/games industry: mario needs more pipespremiumcontent;February 3, 2022;...it is a frontrunner in the sector’s shift to themetaverseand augmented reality....;https://www.ft.com/content/b7f860ae-988f-45f4-bf50-73a67a7a921c
Financial Times;social media content ‘likely’ to have contributed to molly russell’s death;September 30, 2022;...last year, the company said it would hire 10,000 staff dedicated to building themetaverse, its virtual world....;https://www.ft.com/content/3f9e7abc-9fbd-4339-ab11-dac16aac91e3
Financial Times;firstft: meta to freeze hiring as advertising slumps;September 30, 2022;...popularity of its social platforms facebook and instagram and compete more effectively with rival tiktok, along with its efforts to build an entirely new digital avatar-filled virtual world called themetaverse...;https://www.ft.com/content/a92dfa83-1f7e-4a08-ac38-fe9a2ea5c3b1
Financial Times;firstft: lula completes triumphant comeback;October 31, 2022;...meta shareholders vent anger at zuckerberg’s spending binge meta’s shares tumbled 25 per cent last week after the company revealed that losses from reality labs, its division that is building themetaverse...;https://www.ft.com/content/f0cb2e66-9aa1-456c-8482-7ed1001543c2
Financial Times;arm signals push for deals and more staff with ipo proceeds;June 28, 2022;...chief executive rene haas told the financial times that the company would seek to step up its push beyond mobile phones and deeper into cars, data centres and hardware underpinning themetaverse....;https://www.ft.com/content/2d565214-c1ba-4132-ac5e-3ddb74c9e4a0
Financial Times;lessons for elon musk from meta’s content moderation;June 23, 2022;...it is also trying to have a say in the content policies meta comes up with for themetaversebefore that immersive new online environment even takes shape....;https://www.ft.com/content/e637212b-2722-4294-a1cd-45a11fb5491c
Financial Times;what happened to russia’s cyber-assault on ukraine?premiumcontent;March 21, 2022;...start-up h2l, which is backed by sony, is developing a haptic armband that can mimic sensations including touch and pain, in the hopes of bringing “increased feelings of presence and immersion” to themetaverse...;https://www.ft.com/content/16616801-ad0d-4192-96ed-34b259edc416
Financial Times;sony/microsoft: activision deal will activate copycat m&a wavepremiumcontent;January 19, 2022;...takeovers can only accelerate in a sector replete withmetaverseglitz....;https://www.ft.com/content/1a716d01-2405-439a-a047-6e85ca573b30
Financial Times;can the pioneer of blockchain gaming survive the crypto winter?;February 5, 2023;...“the activity of themetaverseis not dependent on the cycle of the cryptocurrency markets,” he says....;https://www.ft.com/content/676222fc-af67-4047-ba78-2f304ae32553
Financial Times;holographic david attenborough points the way for 5g connectivity;February 7, 2022;...xr experiences that are central to themetaversemovement, for both end users and businesses alike.”...;https://www.ft.com/content/ee8da7c3-d88b-497c-a066-44e7e67cd169
Financial Times;avatar overload: my trip through the burning manmetaverse;September 4, 2021;...but the idea of attending in virtual reality this year piqued my interest as the concept of the “metaverse” slowly filters into the mainstream....;https://www.ft.com/content/e286f8e3-fda7-4ed1-aa98-89d952967347
Financial Times;we should be careful whichmetaversewe choose to live in;August 26, 2021;...this is what nadella calls the “enterprisemetaverse”....;https://www.ft.com/content/bcac6b61-7b11-4469-99b7-c125311fa34d
Financial Times;tailoring maverick peter do is moving into menswear;August 31, 2022;...people keep asking peter do about themetaverse, backstage at his catwalk shows and in meetings with potential investors. but virtual fashion bores the 31-year-old vietnamese-american designer....;https://www.ft.com/content/dedb900a-3b5a-4fcf-a25c-7e9ce2874495
Financial Times;letter: virtual real estate carries climate change price tag;February 4, 2022;...but they do explain thoroughly what you get for your money if you choose to be one of the “masters of themetaverse” (house & home, january 29).  however they don’t mention all the actual costs....;https://www.ft.com/content/8869ac16-1a43-4eae-aaaf-82969cbf6a8f
Financial Times;inside maison colbert: at home with the modern surrealists;September 25, 2022;...columbia road but wanted to incorporate our studio spaces in one live-work residence,” says philip colbert, who has a thriving art practice creating surrealist lobster works both in the material world and themetaverse...;https://www.ft.com/content/db81562b-1297-451a-9f2e-61f68b91d5f5
Financial Times;worldcom’s stark warning for today’s bear market;June 15, 2022;...vulnerable companies also include those betting hard on themetaverseand web3, either directly, or as a source of demand for their technology....;https://www.ft.com/content/fb2366ff-fe13-441d-998d-3dedc4110491
Financial Times;due diligence: behind the scenes of ftx’s unravellingpremiumcontent;November 15, 2022;...investment bank as managing directors.smart reads  red flags signs of trouble were present in sbf’s crypto empire, coindesk reports, from his roommates who doubled as co-executives and romantic partners to themetaverse...;https://www.ft.com/content/efe83a4d-4ee2-48e5-8621-699b825eb491
Financial Times;‘here we go’: ftc’s meta case puts lina khan’s vision to the test;July 29, 2022;...instead, acquiring the company would remove within as a competitor and discourage others from entering the vr fitness space, the ftc said, noting that meta had already acquired seven similar companies in themetaverse...;https://www.ft.com/content/2e7a2700-2122-42b0-93c5-f2f2973ee45c
Financial Times;the best bet for the 2020s is short tech, long commodities;February 28, 2022;...by mid-2021, corporations dropped the word “metaverse” 100 times in earnings calls in a single quarter, up from just once a year before....;https://www.ft.com/content/f8e8d541-4c14-4a83-bc96-38a49a05df4f
Financial Times;abba’s avatars show the way to relive every event we missed;June 3, 2022;...above all this, is there hope for my own avatar, not in the creepy and irritatingmetaverseway, but a real-world virtual me?...;https://www.ft.com/content/45e8c5a1-b2a4-4c7e-a041-7a9e60ef933b
Financial Times;meet the ft top 20 in-house legal leaders;October 12, 2022;...she says that understanding the legal implications of the technology is important, especially as sony moves into virtual reality and themetaverse....;https://www.ft.com/content/ec297576-b55e-457b-80c8-d245b4d4bc08
Financial Times;tech’s downturn and two half hitchespremiumcontent;July 1, 2022;...the app lets users pick avatars and interact in themetaverse, with many of its 32mn chinese users flocking to it for dating.  4....;https://www.ft.com/content/542b2363-c43d-49b3-a4a1-6441d3864cec
Financial Times;the invisible science of eyewear beats augmented reality;July 1, 2022;...the headset blanked out the world for themetaverse, and i bumped into someone standing physically but invisibly in my path....;https://www.ft.com/content/90ac67a3-7604-4b44-856e-ce836a8b60b9
Financial Times;have we reached peak steel watch?;August 1, 2022;...collecting in general is no longer limited to being a hobby but a means of being able to establish oneself as an authority on all things collectable and enhancing one’s credibility in the social media-filledmetaverse...;https://www.ft.com/content/8f49cc5f-dacb-47d3-8112-baa26b18fa2b
Financial Times;international space station shows adversaries can — and should — collaborate;May 13, 2022;...the best years of economic exuberance and global co-operation were squandered on digital marketplaces and luxury goods in themetaverse....;https://www.ft.com/content/0e25be4a-1cfb-41b2-9838-89c0a7cb651a
Financial Times;luxury houses bet on virtual bling;December 22, 2021;...even if nfts and themetaverseare out of their comfort zone, they should be taken seriously.  leila.abboud@ft.com...;https://www.ft.com/content/6ac0e616-cb6b-473e-bcda-deb2bfe66e82
Financial Times;the future of work: trends and predictions;October 11, 2022;...and with the surge towards themetaverseand whatever that will look like, everyone’s got their own biases. you know, everyone’s got their own situation so everyone has their own opinion....;https://www.ft.com/content/9f3c99f7-6191-423b-9c37-9072f27cc617
Financial Times;crypto crackdown stifles china’s ability to offshore cashpremiumcontent;May 2, 2022;...digital deeds it is a sellers’ market: both in the us housing market and themetaverse....;https://www.ft.com/content/d5041506-958d-4861-9d2f-aac0052c7eb8
Financial Times;online safety bill risks stifling start-ups, says uk tech regulator chief;April 28, 2022;...on emerging technologies such as themetaverse, whitehead said the drcf was watching closely to understand how to regulate the creation of avatar-filled virtual worlds....;https://www.ft.com/content/4c0a5539-8421-4cbb-9263-afd018129b48
Financial Times;letter: waging war on encryption makes online users unsafe;February 14, 2022;...in “metaversemust stick to online safety rules, say experts” (report, february 7) you discuss how content moderation is handled in the government’s online safety bill....;https://www.ft.com/content/448280d3-e580-4fd8-bf7c-5f6920f690b9
Financial Times;why facebook has become meta;October 29, 2021;...“themetaverseis the next frontier.”  on a call with analysts on monday, the company said it would spend $10bn on themetaversein 2022, and that this operating cost would rise in future years....;https://www.ft.com/content/29762a96-419f-41b2-9e96-fa7423abb125
Financial Times;the wages of masayoshi son as tech fallspremiumcontent;May 30, 2022;...gaming as the gateway to themetaverse— ft filmthe $180bn gaming industry, which is twice the size of the film business, already attracts hundreds of millions of players....;https://www.ft.com/content/b34c7817-931b-47c7-b43f-6e182db98203
Financial Times;the lure of singapore: chinese flock to ‘asia’s switzerland’;January 15, 2023;...collector and investor, who lives in china but visits singapore frequently and owns property in the city, has more than 300 pieces from czech artist alphonse mucha that he wants to set up for viewing in themetaverse...;https://www.ft.com/content/62845c24-1e45-483c-95d1-b2c5d4c07337
Financial Times;letter: greed is the real driver of facebook’s name change;December 7, 2021;...they are setting up a globalmetaverseplatform where youth can congregate, create and compete....;https://www.ft.com/content/7e65d256-7abb-4c23-bd42-fcac8fc89d59
Financial Times;facebook bets on virtual reality ‘metaverse’;July 30, 2021;...it is unclear whether one dominantmetaversewill emerge or whether multiple companies’metaverseswill exist in competition....;https://www.ft.com/content/2b985dc5-3995-4ac3-a6f6-6ec0a0893c0b
Financial Times;from new headsets to a vr bar — fantasy meets reality;June 7, 2022;...while companies such as meta, htc and snap invest heavily in augmented and virtual reality, arguing that increased immersion in digital space will be a key component of themetaverse, these technologies...;https://www.ft.com/content/12b7e642-cd54-4b2c-aae5-f2b42c1543f7
Financial Times;google and tiktok give meta an ai lesson;February 3, 2022;...zuckerberg may dream of distantmetaverses, but tiktok’s ai is transforming the here-and-now....;https://www.ft.com/content/acfcf78f-fdfc-4c50-9ea1-14a8cf2e636e
Financial Times;china applies brakes to africa lending;January 18, 2022;...[music playing]  we’ve been hearing a lot about facebook’s plans to build ametaverse. the company even renamed itself meta....;https://www.ft.com/content/3639f210-2f72-4cbf-a01f-5cc41a13fb5c
Financial Times;facebook can’t rebrand its way out of trouble;October 29, 2021;...the facebook boss, moreover, is intent on “owning” themetaverse, as he has tried with the internet....;https://www.ft.com/content/521b0053-68f0-4569-8237-f33bd677bb8e
Financial Times;‘not my yacht’ — how murky structures cloud ownership of oligarch toys;April 5, 2022;...“they never leave the world of their yacht — that’s the point of them.”financialmetaverseif bvi records are to be believed, abramovich, the billionaire owner of chelsea football club now criss-crossing...;https://www.ft.com/content/2a5abdec-1bd1-4a5c-99a6-5aa1fc722d1b
Financial Times;facebook changes name to meta in corporate rebranding;October 28, 2021;...during the presentation on thursday, zuckerberg said themetaversewould be the “successor to the mobile internet”....;https://www.ft.com/content/b20fd8ea-2dda-45ad-aa15-1ed7a7e5e46f
Financial Times;european fintechs muscle up through flurry of mergerspremiumcontent;August 15, 2022;...in-game payments have been a large investment area for fintech companies seeking to install themselves as essential infrastructure in the emergingmetaversebut retreating engagement statistics raise questions...;https://www.ft.com/content/02c12f17-b2b7-4815-a270-f04dc2aa1b2b
Financial Times;broadcom broadens tech with vmware dealpremiumcontent;May 26, 2022;...an epic fight to keep themetaverseopenthe boss of fortnite’s owner epic tells the financial times’s patrick mcgee about his worries that apple and google could extend their control over smartphone platforms...;https://www.ft.com/content/4c16db7f-6598-41e3-bbfc-9dfd09e03524
Financial Times;credit parties on;February 10, 2022;...so at current level, you can buy the classic facebook for 12 times earnings, you get themetaversefor free + $40bn cash....;https://www.ft.com/content/721533ac-03d0-4702-904a-8c4b0339d892
Financial Times;google and tiktok give meta an ai lesson;February 3, 2022;...zuckerberg may dream of distantmetaverses, but tiktok’s ai is transforming the here-and-now....;https://www.ft.com/content/acfcf78f-fdfc-4c50-9ea1-14a8cf2e636e
Financial Times;ft investigates kpmg saudi arabia;October 28, 2022;...but meta/facebook also has the issue that mark zuckerberg is still spending an absolute ton of cash on themetaverseand investors are starting to think: hmm, is this (laughter) a good idea?...;https://www.ft.com/content/16f91565-28e3-4d91-823a-1d6873137744
Financial Times;facebook can’t rebrand its way out of trouble;October 29, 2021;...the facebook boss, moreover, is intent on “owning” themetaverse, as he has tried with the internet....;https://www.ft.com/content/521b0053-68f0-4569-8237-f33bd677bb8e
Financial Times;sheryl sandberg to step down from facebook parent meta after 14 years;June 1, 2022;...the upheaval comes as zuckerberg has shifted the company’s focus to his vision for themetaverse, an online shared virtual space filled with digital avatars, as the pace of its user growth and ads business...;https://www.ft.com/content/d49b2e30-ac53-4e92-a984-f48b8cc654fb
Financial Times;crypto bros descend on ‘silicon bali’;May 7, 2022;...people in bali’s crypto community that the financial times spoke to had diverse interests, including cryptocurrency trading, non fungible tokens, themetaverseand decentralised finance....;https://www.ft.com/content/304d1447-5fce-421c-9ce7-0d48119da567
Financial Times;further reading;December 1, 2021;....  -- themetaverseis already delivering crazy valuations.  -- why the woke are the new victorians.  -- the world according to eric zemmour.  -- the triumph and the terror of wang huning....;https://www.ft.com/content/c11247ef-ba89-47ef-8091-694cd3116b8c
Financial Times;niantic opens up the race to create the next pokémon go;November 8, 2021;...niantic is pushing for a ‘real-worldmetaverse’ that incentivises people to explore the outdoors instead....;https://www.ft.com/content/60d39197-1499-4f01-ae39-5ac486d21598
Financial Times;abba’s history of pop hits is always repeating itself;May 27, 2022;"...it is a digitalmetaverseextravaganza that could easily flop, but the tunes will definitely be catchy; this is abba, after all....";https://www.ft.com/content/e82b46e8-6c8f-482f-aba9-c7fca79fe84d
Financial Times;e-bikes in indonesia and stormy skies for china’s cloud giantspremiumcontent;June 16, 2022;...headaches ‘for months’ (nikkei asia)  the global race for supercomputing power (ft)  didi’s ride from the nyse to otc: 5 things to know (nikkei asia)  thai real estate firms hang their shingles in themetaverse...;https://www.ft.com/content/ca5f553c-2c2e-42c1-9a46-6499366f94f6
Financial Times;alan howard’s adventures in cryptoland;July 15, 2022;...however, he has invested alongside galaxy on projects including the exchange bullish global and derby stars, which describes itself as “a horseracingmetaversegame where players can breed, grow, build and...;https://www.ft.com/content/e89061dd-634e-4024-b74a-5a102d4eb552
Financial Times;spacs lack tech to backpremiumcontent;June 28, 2022;...chief executive rene haas told the ft that arm would seek to step up its push beyond mobile phones and go deeper into cars, data centres and hardware underpinning themetaverse.  3....;https://www.ft.com/content/ea4875cc-adda-4b72-b063-1d8e04a4ec95
Financial Times;chelsea sale shows us investors’ desire to play in premier league;May 26, 2022;...analysts, football executives and investors said the club’s prime west-london location and its ability to expand its undersized stadium and tap digital revenue opportunities, such as connecting to fans in themetaverse...;https://www.ft.com/content/73bd5718-cbf5-407c-88d9-46c45577be24
Financial Times;reasons why the tech stock crash may be far from over;May 13, 2022;...amazon is suffering an uncharacteristically severe adjustment after a massive spending binge, while the issues facing meta as the former facebook tries to reposition itself as ametaversecompany are little...;https://www.ft.com/content/00f6f7de-3d84-419f-bd05-07583a3345c7
Financial Times;why gaming is the new big tech battleground;January 21, 2022;...“every one of these [tech] companies knows gaming is going to be a growth area, and it ties into theirmetaverseambitions more broadly.”...;https://www.ft.com/content/2d446160-08cb-489f-90c8-853b3d88780d
Financial Times;was japan’s ‘lost’ generation ahead of the virtual curve?;November 9, 2021;...there are near infinite possible lines of speculation of where themetaversemay be heading – some sensible, some hucksterish....;https://www.ft.com/content/1a609e13-c785-44ec-9536-e02b9b6e8fa8
Financial Times;tech’s post-brexit law and orderpremiumcontent;May 10, 2022;...yacht club, the non-fungible token collection of digital art snapped up for millions of dollars by celebrities and crypto-enthusiasts, has an ambitious new idea: selling plots of virtual land in its ownmetaverse...;https://www.ft.com/content/3d524140-fec4-4d9c-99bf-4a76667e892a
Financial Times;why ai is everywhere except your company;May 22, 2022;"...the company has said its power was needed not to run themetaversebut to train ai models “that can learn from trillions of examples; work across hundreds of different languages; seamlessly analyse text,...";https://www.ft.com/content/5b11f961-fe77-41b0-843c-fdb3b126dbc8
Financial Times;further reading;November 22, 2021;...– barbados opens up an embassy in themetaverse.  – foundation series 1: a review.  – a vc gets honest about his daily routine.  – inflation is bad, killing jobs is worse....;https://www.ft.com/content/4b8dd50f-0ed1-403b-bb2c-beb99ec80e11
Financial Times;amazon: clouds part for big tech stockspremiumcontent;February 4, 2022;...still, amazon’s investments in its own business are far more palatable than meta’s far-flung attempt to build themetaverse....;https://www.ft.com/content/29acc18d-123d-42cf-91db-d71808633fd5
Financial Times;twitter spaces with pippa malmgren;August 26, 2021;...she has now turned her attention to themetaverseincluding crypto ,defi, sovereign digital currencies and drones....;https://www.ft.com/content/95d4cded-0dad-4216-ab01-6ec4ec1820f4
Financial Times;waiting on washington and china’s unwitting hackerspremiumcontent;July 7, 2022;...to indian government blocking orders (ft)  nomura and sbi plan to launch digital token operations (nikkei asia)  sold out: nintendo switch sales fall 33 per cent in japan amid supply snag (nikkei asia)metaverse...;https://www.ft.com/content/86740bae-c96a-4d50-9a6c-b5cfd466197c
Financial Times;the bored ape yacht club is more than an nft joke;December 17, 2021;...the beauty of an nft ape is that it can escape — it is not trapped within onemetaverse....;https://www.ft.com/content/bd7c31c8-7212-4ad8-b560-0c99529091f4
Financial Times;volkswagen’s u-turn;April 13, 2022;...yesterday, we told you about entertainment companies who are gearing up to create ametaversepopulated with avatars....;https://www.ft.com/content/63c5bc23-ba76-4a2c-9cb0-09878f0be4fe
Financial Times;metaaaarghhhh;February 3, 2022;...further worries about its capital intensive crusade into the “metaverse” — for all intents and purposes, an attempt to rebrand vr — haven’t helped matters much either....;https://www.ft.com/content/ce031a56-a769-4118-9fae-554425d9361a
Financial Times;the rise of conservative shareholder activism;April 12, 2022;...playstation maker sony recently partnered with lego to create ametaversefor children. now, those two companies have bought stakes in epic games....;https://www.ft.com/content/b8096a7c-781e-483d-873a-67e8feda2c72
Financial Times;twitter spaces with pippa malmgren;August 26, 2021;...she has now turned her attention to themetaverseincluding crypto ,defi, sovereign digital currencies and drones....;https://www.ft.com/content/95d4cded-0dad-4216-ab01-6ec4ec1820f4
Financial Times;microsoft to buy video game maker activision blizzard for $75bn;January 18, 2022;...microsoft said the activision purchase would power its move into themetaverse, the name given to the immersive virtual worlds that the big tech companies are racing to build....;https://www.ft.com/content/d3726a3a-c4a0-4761-a82c-cda98abc3cb7
Financial Times;further reading;November 5, 2021;...– themetaverseis for businesses, not people....;https://www.ft.com/content/9108d466-cbc0-4a30-a2f6-2d3aaaaa4316
Financial Times;old masters dealer fabrizio moretti: ‘i was supposed to have been born a hundred years ago’;June 17, 2022;...better promotion of available works is important, he says, hence the new space, and moretti has plans to capture the attention of a 21st-century crowd by having a gallery in themetaversein the near future...;https://www.ft.com/content/bc50f12f-4de4-47f6-a387-1b32a3f9537d
Financial Times;facebook owner meta sued by texas over facial recognition system;February 14, 2022;...however, facial recognition technology is likely to be crucial to facebook’s longer-term ambitions to build an immersive digitalmetaverseinhabited by photorealistic avatars....;https://www.ft.com/content/db2931a4-08d1-479e-be4d-b4048571422d
Financial Times;the bored ape yacht club is more than an nft joke;December 17, 2021;...the beauty of an nft ape is that it can escape — it is not trapped within onemetaverse....;https://www.ft.com/content/bd7c31c8-7212-4ad8-b560-0c99529091f4
Financial Times;business cannot afford to ignore tiktok — or what comes next;October 17, 2021;...“consumers, brands and the technology to make themetaversepossible are all converging at once.”...;https://www.ft.com/content/f24af481-8237-48c9-afa5-15be3a1cd693
Financial Times;missteps at missfresh;August 18, 2022;...one official, perhaps desperate, perhaps clever, said he’s hoping for some ideas involving themetaversethat might encourage young people to crack open more bottles....;https://www.ft.com/content/f826d9b6-bc61-4cf2-bdf6-38519d26e08e
Financial Times;apple looks to its first headset for next breakthrough product;June 5, 2022;...meta has 17,000 employees working on “metaverse” tech, with a budget of about $3bn per quarter....;https://www.ft.com/content/c2363987-d78f-4bb7-9190-8b7f268058af
Financial Times;is facebook cheap?premiumcontent;February 9, 2022;...i also think the massive investment in themetaversewill not go on for ever....;https://www.ft.com/content/20ca37e5-31bb-4a04-b98b-46dbcf0ab8bd
Financial Times;hybrid working: why the office-home balance is still a challenge;September 5, 2022;...he acknowledges that perhaps one day we will all be in themetaverse, “but right now i’m still a big believer in human interaction . . ....;https://www.ft.com/content/8bfc90a1-4162-487f-93da-f92763f91b6c
Financial Times;letter: flower painting fascinated artists and collectors alike;December 10, 2021;...as technology strides beyond a 17th century merchant’s wildest imagination, we stand on the edge of our own potential bubble in themetaverse....;https://www.ft.com/content/5c0593a9-3ae8-467b-bdfd-6e4e2506970d
Financial Times;gallerist johann könig: ‘the art market is progressive in its content, but conservative in its performance’;June 10, 2022;...“and i think that, especially today, with web3 and themetaverse, the physical experience of exhibitions is very important.”...;https://www.ft.com/content/e3d75f8e-e441-432f-96bb-aac57ba073bd
Financial Times;venture capitalists seek big returns with nfts;May 13, 2022;...he said nfts will become essential to what he calls the “openmetaverse”, an expansive virtual playground where 3d avatars can mingle....;https://www.ft.com/content/de268ae5-8ee2-472e-a49b-243e63e7ef5c
Financial Times;meta/diem: zuckerberg’s crypto was cursed from the startpremiumcontent;February 1, 2022;...the demise does not bode well for meta’s virtual realitymetaverseplans. but these are linked to digital advertising, a market it leads. still, meta tried to work with the system only to hit a wall....;https://www.ft.com/content/1d723678-a665-410b-af60-75aa0f1ad2aa
Financial Times;sony buys bungie for $3.6bn as dealmaking sweeps gaming sector;January 31, 2022;...the deal is set to heighten competition between sony and microsoft’s gaming offerings, as they spend to capitalise on demand and explore opportunities in themetaverse, the name for virtual worlds that many...;https://www.ft.com/content/f34d42bb-776a-4163-b881-b0ede4f38301
Financial Times;lego to expand online ambitions by tripling total of software engineers;May 2, 2022;...lego’s biggest announced digital project is a partnership with epic, the maker of the fortnite game, to develop a so-calledmetaversespecifically for children to be launched within the next 12 months....;https://www.ft.com/content/23b8225c-0abe-477a-a26a-21d048b8430d
Financial Times;further reading;October 20, 2021;...– facebook wants 10k hires in bid to controlmetaverse.  – the first film set in space....;https://www.ft.com/content/4f02d9d6-4952-4443-ac13-e5ce92184cc8
Financial Times;firstft: us stocks close at record high;December 24, 2021;...other ft words of the year includemetaverseand meme stock....;https://www.ft.com/content/0aa5ac2c-6a76-4331-903d-95b823e2633d
Financial Times;brands, be more ryanair;December 22, 2021;...“this is going to look great in themetaverse,” replied the company formerly known as facebook (now meta). “you know it, fren!” said pepsi. “welcome brand friend. wagmi,” was budweiser’s response....;https://www.ft.com/content/f19e4863-e753-4ce1-bcd4-c4774e070ed4
Financial Times;‘elon, there are rules’premiumcontent;April 26, 2022;...yuga labs, the company behind bayc, is gearing up for the launch of itsmetaversegame, otherside, on saturday.  3....;https://www.ft.com/content/07a19350-4737-4d1c-ba1b-462d85580e34
Financial Times;britain set for new prime minister;September 5, 2022;...jemima kellyweb3 is one of these words that’s thrown around likemetaverse. and no one really understands or agrees upon what it actually means....;https://www.ft.com/content/9ddb525d-f6e1-46e8-a375-127eecb413c5
Financial Times;anglo-french merger would challenge elon musk’s spacex;July 26, 2022;...and facebook is trying to turn, is trying to pivot into a whole new type of company, partly through copying tiktok, partly through inventing, you know, this thing they’re calling themetaverse, whatever...;https://www.ft.com/content/6b6dff84-c4d5-45f7-a1f3-beead8a6e480
Financial Times;microsoft’s $75bn bet on activision sets off content wars in gaming;January 19, 2022;...further on, he added, games could become an important ingredient in creating themetaverse....;https://www.ft.com/content/b96246ec-e70e-48b6-9a70-fb0800f79bd8
Financial Times;how putin’s technocrats saved the economy to fight a war they opposed;December 16, 2022;...he demanded his executives pivot to building a “metaverse” akin to the virtual reality world envisioned by facebook founder mark zuckerberg....;https://www.ft.com/content/fe5fe0ed-e5d4-474e-bb5a-10c9657285d2
Financial Times;‘elon, there are rules’premiumcontent;April 26, 2022;...yuga labs, the company behind bayc, is gearing up for the launch of itsmetaversegame, otherside, on saturday.  3....;https://www.ft.com/content/07a19350-4737-4d1c-ba1b-462d85580e34
Financial Times;britain set for new prime minister;September 5, 2022;...jemima kellyweb3 is one of these words that’s thrown around likemetaverse. and no one really understands or agrees upon what it actually means....;https://www.ft.com/content/9ddb525d-f6e1-46e8-a375-127eecb413c5
Financial Times;in with the fashion crowd: fine jewellers become less precious about trends;April 1, 2022;...the collection is also launching in themetaversevia fashion gaming app drest....;https://www.ft.com/content/6a027d3a-df41-4684-bc43-9962a222e0bc
Financial Times;apple gets tap from eu on payments;May 3, 2022;...yuga labs sells $285mn worth of virtual landthe creators of the bored ape yacht club generated $285mn worth of crypto in “metaverse” land sales at the weekend....;https://www.ft.com/content/a1a57d1f-68f2-48c2-a3a1-d8d4b9d71ccb
Financial Times;hermès clashes with artist who created metabirkins nft;December 10, 2021;...“these nfts infringe upon the intellectual property and trademark rights of hermès and are an example of fake hermès products in themetaverse,” it added....;https://www.ft.com/content/7953d195-53f6-48d2-8514-460a0ebd9aee
Financial Times;firstft: americans shrug off high fuel prices over holiday weekend;May 30, 2022;...monday’s in-person meeting remains mandatory but friday’s strategy session is moving to themetaverse.food  this weekend’s food & drink special included a definitive guide to cooking and preparing sardines...;https://www.ft.com/content/f482d9e9-e1f6-45b5-bf50-5db64b9493b2
Financial Times;dreams and reality collide in praxis’s vision of a utopian crypto city;April 11, 2022;...while elon musk talks of colonising mars and tech idealists hype up the idea of living permanently online in themetaverse, the concept of investing in buildings, parks and roads can sound like a throwback...;https://www.ft.com/content/f5844f5c-5961-478a-90d0-1dbea11ddf3d
